parcel_id,property_address,city,state,zip_code,legal_description,bid_cost,previous_investment_category,previous_development_match_strength,previous_development_match_quality,final_development_match_strength,final_matched_development_area,final_matched_project_or_area_name,final_matched_project_type,final_matched_investment_signal_strength,final_development_source_title,final_development_source_url,final_development_summary,final_development_corridor,final_development_relevant_streets,final_development_match_reason,final_development_match_quality,final_development_warning,final_development_confidence,final_match_basis,final_development_geocode_query,weak_match_removed_flag
15875-02-25-09420,2431 N LANSING AV E,Tulsa,OK,Unknown,S 51.12 LT 4 BLK 1,5709.25,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
04125-93-14-02940,6743 E 26 PL S,Tulsa,OK,Unknown,LT 11 BLK 5 & S 30 VAC ST ON N,5717.55,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
17925-92-04-03240,319 S 43 AV W,Tulsa,OK,Unknown,LOT 17 BLK 2,5748.75,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
49850-92-28-05460,4109 S 34 AV W,Tulsa,OK,Unknown,LTS 20 21 BK 13,5750.75,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
98225-82-25-36030,10607 S ELWOOD AV W,City Of Jenks,OK,Unknown,PRT NW SW BEG 800S & 50E NWC SW TH E842 S528.59,5782.95,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
04125-93-14-02930,6747 E 26 PL S,Tulsa,OK,Unknown,LT 10 BLK 5 & S 30 VAC ST ON N,5785.69,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
12375-92-04-01560,530 N 42 AV W,Tulsa,OK,Unknown,LT 2 BLK 1,5786.08,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
62250-91-22-02240,313 W 40 PL S,Sand Springs,OK,Unknown,LT 8 BLK 1,5795.03,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
27325-93-14-12410,7924 E 21 ST S,Tulsa,OK,Unknown,BEG 90' E OF NWC LOT 1 BLK 11 TH E ON N L 60' TO,5829.41,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
98402-84-02-01880,605 W LANSING ST,Broken Arrow,OK,Unknown,BEG 600N & 200E SWC SW TH E130 N140 W130 S140,5854.25,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
25050-03-34-06390,5929 E KING ST N,Tulsa,OK,Unknown,LT 53 BLK 14,5882.74,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
34375-92-22-05090,3822 S 31 AV W,Tulsa,OK,Unknown,LT 4 & E10 VAC ALLEY ADJ ON W BLK 34,5891.41,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
74850-94-19-17590,10826 E 33 CT S,Tulsa,OK,Unknown,LT 17 BLK 4,5896.33,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
14625-93-12-00820,1228 S 83 AV E,Tulsa,OK,Unknown,LT 14 BLK 3,5972.06,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
62225-91-22-01600,112 W 31 PL S,Sand Springs,OK,Unknown,LT 7 BLK 4,6068.41,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
08300-93-04-02320,3311 E 5 PL S,Tulsa,OK,Unknown,LT 18 BLK 2,6169.38,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
74965-94-20-07530,3123 S 121 AV E,Tulsa,OK,Unknown,LT 14 BLK 7,6234.04,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
34600-93-25-02750,4926 S 86 AV E,Tulsa,OK,Unknown,LT 20 BK 3,6246.97,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
45350-94-06-06870,10620 E ADMIRAL PL N,Tulsa,OK,Unknown,LT 7 BK 1,6267.37,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
31100-93-02-05790,538 S 79 AV E,Tulsa,OK,Unknown,LOT-18-BLK-3,6328.03,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
26390-94-16-15330,2716 S 130 AV E,Tulsa,OK,Unknown,LT 2 BLK 4,6353.46,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
82170-84-21-72600,2812 S DOGWOOD AV W,Broken Arrow,OK,Unknown,LT 11 BLK 3,6384.77,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
03312-03-20-04220,2645 N LEWIS AV E,Tulsa,OK,Unknown,LTS 10 & 11 BLK 12,6391.36,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
04025-93-15-00650,5790 E 26 ST S,Tulsa,OK,Unknown,LT 3 BLK 3,6416.85,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
45625-93-21-16710,3518 S SANDUSKY AV E,Tulsa,OK,Unknown,ALL LT 26 PT LT 27 BLK 7 BEG SELY COR LT27 TH,6474.68,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
23600-93-24-15470,8149 E 31 CT S,Tulsa,OK,Unknown,LOT-23-BLK-2,6496.28,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
61975-91-12-03150,908 E FOREST DR N,Sand Springs,OK,Unknown,LT 11 BLK 7,6681.26,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
24525-94-07-04110,1622 S 108 AV E,Tulsa,OK,Unknown,LT 25 BLK 13,6830.15,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
46000-93-30-11430,1558 E 41 ST S,Tulsa,OK,Unknown,LOT 7 BLK 1,7025.18,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
46525-94-05-05250,293 S 118 AV E,Tulsa,OK,Unknown,LT 17 BLK 13,7315.38,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
22350-93-31-06310,1608 E 54 ST S,Tulsa,OK,Unknown,LT 2 BLK 11,7464.7,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
85240-72-13-61990,14269 S QUINCE ST E,City Of Glenpool,OK,Unknown,LT 7 BLK 1,7677.9,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
43800-93-04-19590,512 S QUEBEC AV E,Tulsa,OK,Unknown,LT 3 BLK 3,7753.89,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
04375-92-12-00740,S BOSTON AV E,Tulsa,OK,Unknown,LT 22 BLK 1,5807.41,Mid Investment,No Clear Match,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Missing or unusable address and no useful ZIP or legal-description location evidence,Low,,Low,unknown,Unknown,False
10800-93-01-04840,49 S 85 AV E,Tulsa,OK,Unknown,S 99 LT 1 BLK 3,6504.01,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
45575-93-04-21370,234 S INDIANAPOLIS AV E,Tulsa,OK,Unknown,LT 8 BLK 12,6542.71,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
99301-93-01-11400,9201 E ADMIRAL CT N,Tulsa,OK,Unknown,PRT GOV LT 2 BEG 1545.15W NEC NE TH W108.35,6555.34,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
20300-92-03-06160,1704 W RECONCILIATION,Unknown,OK,Unknown,E 50' LTS 1 2 BLK 24 WY N,6557.34,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
17925-92-04-03930,328 S 46 AV W,Tulsa,OK,Unknown,LOT 6 BLK 6,6595.34,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
78540-84-14-02370,514 W QUINCY ST S,Broken Arrow,OK,Unknown,LT 1 BLK 3,6614.67,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
12425-92-04-02590,137 N 44 AV W,Tulsa,OK,Unknown,LT 13 BLK 7,6690.66,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
08150-94-08-00330,11524 E 15 ST S,Tulsa,OK,Unknown,LT 2 BLK 2,6800.65,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
12210-94-16-41680,13322 E 28 ST S,Tulsa,OK,Unknown,LT 19 BLK 2,6862.64,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
45350-94-06-08780,10623 E 4 ST S,Tulsa,OK,Unknown,LT 32 BK 8,6949.58,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
80610-84-11-13910,806 N CEDAR AV W,Broken Arrow,OK,Unknown,LTS 15 16 BLK 8,6953.43,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
36540-94-02-16310,16312 E 4 PL S,Tulsa,OK,Unknown,LT 28 BLK 24,6968.63,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
57490-90-30-41030,5009 S ROBERT E LEE TE,Unknown,OK,Unknown,PRT LT 8 BEG SWC TH E165 N165 NW212.25 W33 W,6993.39,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
12145-94-09-44920,1733 S 141 AV E,Tulsa,OK,Unknown,LT 8 BLK 13,7033.29,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
14175-03-33-03800,131 N MARION AV E,Tulsa,OK,Unknown,ALL OF LT 26 & S 25 OF LT 27 BLK 17,7064.62,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
16375-93-03-05080,5939 E 7 ST S,Tulsa,OK,Unknown,LT 10 BLK 3,7071.29,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
30800-93-07-13130,1716 S ST LOUIS AV E,Tulsa,OK,Unknown,LT 4 BLK 21,7119.92,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
61500-91-27-00840,4817 S NASSAU AV W,Sand Springs,OK,Unknown,LT 27 BLK 3,7162.16,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
85375-72-14-01945,42 W 142 ST S,City Of Glenpool,OK,Unknown,W65 LTS 18 19 & 20 BLK 6,7175.68,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
61940-91-27-37160,603 W 47 PL S,Sand Springs,OK,Unknown,LT 10 BLK 2,7258.08,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
46875-93-03-13050,5101 E 11 ST S,Tulsa,OK,Unknown,LOT 7 BLK 29,7273.93,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
20300-92-03-04570,1707 W EASTON PL N,Tulsa,OK,Unknown,LT 11 BLK 8,7303.81,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
17950-92-04-04930,134 S 42 AV W,Tulsa,OK,Unknown,LT 7 BLK 3,7308.6,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
23850-93-15-12810,4920 E 26 PL S,Tulsa,OK,Unknown,LT 17 BLK 4,7334.48,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
61000-14-31-00520,404 S BIRCH ST E,Owasso,OK,Unknown,ALL LT 1 & N10.8 LT 2 BLK 33,7416.81,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
90308-03-08-08590,2661 E 54 ST N,Tulsa,OK,Unknown,E/2 W/2 NE NW LESS E165 N264 THEREOF & LESS N50,7542.57,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
81210-84-15-63180,1657 S PINE AV W,Broken Arrow,OK,Unknown,LT 24 BLK 17,7554.54,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
18950-93-33-02280,4370 E 57 PL S,Tulsa,OK,Unknown,LT 3 BLK 13,7604.75,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
12145-94-09-42810,1532 S 140 AV E,Tulsa,OK,Unknown,LT 9 BLK 5,7605.9,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
38125-92-27-17970,4427 S ZENITH AV W,Tulsa,OK,Unknown,LT 7 BK 2,7627.9,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
78260-84-12-00420,212 N 10 ST E,Broken Arrow,OK,Unknown,LOT 14 BLK 4,7636.31,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
42675-93-02-15780,7453 E 3 ST S,Tulsa,OK,Unknown,LT 30 BLK 11,7843.21,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
74850-94-19-17270,10829 E 33 CT S,Tulsa,OK,Unknown,LT 27 BLK 3,7909.2,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
74955-94-20-02740,12427 E 32 PL S,Tulsa,OK,Unknown,LT 15 BLK 2,7945.87,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
07900-94-18-00140,2117 S 102 AV E,Tulsa,OK,Unknown,LT 14 BLK 1,7964.53,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
28725-92-34-02190,5609 S 30 AV W,Tulsa,OK,Unknown,LT 2 BLK 12,7966.53,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
49900-93-21-18650,3541 S NEW HAVEN AV E,Tulsa,OK,Unknown,LT 9 BLK 1,7966.97,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
58000-73-25-00270,8727 E 169 PL S,City Of Bixby,OK,Unknown,LT 11 BLK 1,7999.86,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
98210-82-10-15720,ADDRESS UNKNOWN,Tulsa,OK,Unknown,NW SE SE SW LESS E25 & LESS N174 THEREOF SEC,6599.34,Mid Investment,Unknown,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
19275-03-34-02810,4925 E OKLAHOMA ST N,Tulsa,OK,Unknown,LOT 11 BLK 3,5644.76,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
31125-92-27-17320,4107 S SOUTHWEST BV W,Tulsa,OK,Unknown,PRT LT 4 & ALL LT 5 & PRT LT 6 BEG SWC LT 4 TH ON,5774.08,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
11600-93-30-07650,1426 E 42 ST S,Tulsa,OK,Unknown,LT 3 BLK 2,5893.97,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
